frame,x_coordinate,y_coordinate,z_coordinate
817,[10.38621427],[-15.00360688],[187.10556509]
817,[-29.8224214],[14.39739245],[-142.32141786]
818,[10.52556753],[-15.04258673],[189.1669237]
818,[-29.87964635],[14.40086251],[-142.504719]
819,[-4.06551959],[-3.02499777],[7.016247]
819,[-4.06551959],[-3.02499777],[7.016247]
820,[10.69535419],[-15.15484483],[192.17118143]
820,[-29.87275056],[14.39761481],[-142.4688512]
821,[26.66209114],[-38.46160207],[498.54807949]
821,[-29.87275056],[14.39761481],[-142.4688512]
822,[10.83229262],[-15.12439217],[198.35711572]
822,[-29.87272122],[14.39768532],[-142.46788604]
823,[11.0491157],[-15.55035184],[205.34546719]
823,[-29.51142417],[14.32322814],[-141.04793034]
824,[11.18238372],[-15.66479345],[210.14975679]
824,[-29.51182104],[14.32341498],[-141.04983317]
825,[22.73029913],[-33.92150468],[448.71261653]
825,[-29.707578],[14.21072922],[-140.78504396]
826,[23.3128344],[-36.44766471],[493.14099036]
826,[-29.52373307],[14.05982767],[-139.81715914]
827,[9.72655561],[-15.20311979],[209.57916195]
827,[-29.49573653],[14.0467198],[-139.67234344]
828,[16.42441025],[-32.21767243],[432.13026676]
828,[-29.69499557],[14.17858425],[-140.58047706]
829,[13.33405167],[-28.9490913],[386.99699422]
829,[-29.51730084],[14.20565816],[-140.03938541]
830,[14.84532655],[-31.29901197],[414.26324288]
830,[-29.57871774],[14.30894321],[-140.73145429]
831,[6.85157032],[-15.09060939],[194.7927003]
831,[-29.8305731],[14.60091183],[-142.60057652]
832,[6.65542421],[-15.66670607],[195.94007097]
832,[-29.75548202],[14.57405812],[-142.13126248]
833,[5.78152053],[-14.24422604],[174.27147044]
833,[-29.702893],[14.56166923],[-141.76617867]
834,[5.36029068],[-14.16987671],[171.44019294]
834,[-29.67474155],[14.51447146],[-141.28514292]
835,[5.11851147],[-14.03979137],[166.95691841]
835,[-30.0363096],[14.64762855],[-141.91971243]
836,[5.09117866],[-14.03214267],[165.29206096]
836,[-30.04416446],[14.60541125],[-141.15531862]
837,[5.0747727],[-13.99880135],[162.91639576]
837,[-30.04167063],[14.72558474],[-141.09725602]
838,[5.20424682],[-13.76568826],[160.5728253]
838,[-30.20803894],[14.98389026],[-141.88696362]
839,[5.36913087],[-13.64102244],[160.63348976]
839,[-30.01064822],[15.10940781],[-141.00598643]
840,[5.54456785],[-13.54291],[161.1105778]
840,[-29.86699317],[15.24876296],[-140.66346615]
841,[5.80812136],[-13.64924821],[163.17410272]
841,[-29.95322038],[15.33899546],[-140.9632034]
842,[5.92194397],[-13.45332982],[162.006714]
842,[-30.14460381],[15.44141117],[-141.82855914]
843,[6.17263416],[-13.31186141],[161.88973519]
843,[-30.14460381],[15.44141117],[-141.82855914]
845,[6.30118257],[-13.21269854],[161.25421508]
845,[-29.99700076],[15.47929763],[-141.22671388]
846,[6.59298246],[-13.095343],[160.26702889]
846,[-30.05517738],[15.50132357],[-141.52364645]
847,[6.60891152],[-13.04036919],[159.40938553]
847,[-30.19717111],[15.47415462],[-142.08976988]
848,[6.6020526],[-12.90780153],[158.48245246]
848,[-30.23909432],[15.48985724],[-142.23738211]
849,[6.63632512],[-12.56515856],[156.96214104]
849,[-30.20259485],[15.477979],[-142.06538812]
850,[6.65462752],[-12.50248025],[158.09253038]
850,[-29.92005802],[15.45104141],[-140.81348564]
851,[6.503374],[-12.34328143],[156.98223777]
851,[-29.93249088],[15.4505321],[-140.86264312]
852,[6.48897648],[-12.38959099],[157.5652089]
852,[-30.07052816],[15.45688428],[-140.90670578]
853,[6.51015408],[-12.5209795],[157.538039]
853,[-29.98433627],[15.41405395],[-140.46427162]
854,[6.50727342],[-12.59350056],[156.91693041]
854,[-29.81163471],[15.36265602],[-139.28947242]
855,[6.48816204],[-12.73006875],[156.74298291]
855,[-29.90330378],[15.40373955],[-139.55107947]
856,[6.57935207],[-12.78997461],[157.36087419]
856,[-29.90330378],[15.40373955],[-139.55107947]
857,[6.89000462],[-13.10507394],[158.997203]
857,[-29.9019816],[15.58719038],[-140.16822849]
858,[7.15862713],[-13.2860708],[159.52933654]
858,[-29.91536852],[15.83119187],[-141.21552439]
859,[7.4557337],[-13.55835523],[161.57320059]
859,[-29.78526614],[15.71534177],[-140.22220804]
860,[7.83472709],[-13.55557782],[161.48249719]
860,[-29.71051476],[15.78605678],[-139.8694837]
861,[8.25099166],[-13.75172583],[164.74725794]
861,[-29.76597898],[15.76091726],[-139.6278752]
862,[-4.06551959],[-3.02499777],[7.016247]
862,[-4.06551959],[-3.02499777],[7.016247]
863,[-7.96897758],[13.05817694],[-155.54672673]
863,[-29.85290992],[15.82541878],[-139.94701467]
864,[-8.78953125],[12.98148888],[-156.43964636]
864,[-29.7311459],[15.67894422],[-138.07864652]
865,[-9.22428096],[12.94804379],[-156.67728305]
865,[-29.91551814],[15.77084698],[-138.88139045]
866,[-9.64306456],[13.23942822],[-159.70177535]
866,[-29.91412143],[15.7702082],[-138.87379137]
867,[-9.95386569],[13.76227076],[-162.4018166]
867,[-30.12143944],[15.94878529],[-139.81339199]
868,[-10.11120969],[14.03927794],[-162.08762738]
868,[-30.246488],[16.07209185],[-140.35906336]
869,[-10.09258174],[14.43332215],[-162.33340792]
869,[-30.31273555],[16.08667904],[-140.57433826]
870,[-9.93876268],[14.71056659],[-161.08050794]
870,[-30.38508375],[16.10299578],[-140.81453502]
871,[-9.679098],[15.07431449],[-160.99396817]
871,[-30.51262958],[16.09976544],[-140.94283848]
872,[-9.00175045],[14.98200577],[-155.97405038]
872,[-30.60234021],[16.07305423],[-140.90440878]
873,[8.2660548],[-15.02227303],[153.46514069]
873,[-30.56265995],[15.99348205],[-140.72381628]
874,[-7.55716521],[15.05265155],[-150.15566697]
874,[-30.51183442],[15.91812323],[-140.47523668]
875,[-6.81710587],[15.17078151],[-148.3883785]
875,[-30.47734522],[15.84867143],[-140.29288424]
876,[-6.17277679],[15.27886656],[-146.81740102]
876,[-30.44812074],[15.77793286],[-140.16228555]
877,[-5.43022603],[15.14755236],[-142.92849758]
877,[-30.45113611],[15.7888229],[-140.13187887]
878,[-4.72792915],[15.26834702],[-143.2610918]
878,[-30.47430546],[15.80927094],[-140.20266935]
879,[-3.93737776],[14.88714336],[-141.13812529]
879,[-30.534729],[16.04887269],[-140.21014067]
880,[-3.22012324],[14.62851758],[-141.20329419]
880,[-30.59628574],[16.27991742],[-140.18970347]
881,[-2.61133646],[14.47943259],[-143.41320527]
881,[-30.6343879],[16.44774568],[-140.33973385]
882,[-2.02472708],[14.02711958],[-142.94731405]
882,[-30.7078934],[16.62243879],[-140.67758008]
883,[-1.51706372],[13.65451788],[-141.37027092]
883,[-30.56498972],[16.52045506],[-139.81238004]
884,[-1.04774874],[13.2947766],[-140.29216429]
884,[-30.79862915],[16.62551631],[-140.73618807]
885,[-0.89180296],[12.98841577],[-139.05047841]
885,[-30.79422305],[16.61997099],[-140.68559643]
886,[-0.79329999],[12.48256838],[-135.63978627]
886,[-30.7858129],[16.61259579],[-140.62071508]
887,[-0.76000978],[12.52848965],[-133.97280048]
887,[-30.77789015],[16.60902311],[-140.59302999]
888,[-0.63049603],[12.15271194],[-129.04541939]
888,[-30.78268576],[16.61067188],[-140.62019575]
889,[-0.41179104],[12.36518174],[-127.63530338]
889,[-30.82556381],[16.60326902],[-140.74751536]
890,[-0.24311626],[12.75453176],[-129.18955167]
890,[-30.8492826],[16.57819086],[-140.77235215]
891,[-0.07772326],[12.609919],[-125.43052596]
891,[-30.86005061],[16.59808827],[-140.86372155]
892,[0.04767513],[12.56311991],[-123.52415573]
892,[-30.86762124],[16.61402255],[-140.9404427]
893,[0.42399524],[12.5500135],[-121.81617899]
893,[-30.92558516],[16.5696812],[-140.97259248]
894,[0.86473053],[12.30996394],[-117.97750074]
894,[-31.03724585],[16.54452064],[-141.23842218]
895,[1.21282061],[12.14760267],[-115.89101521]
895,[-30.92814403],[16.41885386],[-140.47693976]
896,[1.58489642],[11.73935388],[-111.66474185]
896,[-31.03065343],[16.39946643],[-140.80198088]
897,[2.14839807],[11.44807969],[-108.84464274]
897,[-31.03397973],[16.30805883],[-140.32895732]
898,[2.67979706],[11.12069214],[-105.79616691]
898,[-30.99725442],[16.17429103],[-139.67081993]
899,[3.06775468],[10.75608316],[-102.53168932]
899,[-31.22165574],[16.31663917],[-141.65290288]
900,[3.38362842],[10.49680291],[-100.153291]
900,[-31.29692308],[16.12063322],[-141.49680854]
901,[3.69249695],[10.25825283],[-98.50026097]
901,[-31.492901],[15.74849333],[-142.81741012]
902,[3.94911899],[10.188994],[-98.21713624]
902,[-30.85834283],[15.07322468],[-141.03228391]
903,[4.07953035],[10.09705868],[-97.51954964]
903,[-30.55130271],[14.42046648],[-141.1990339]
904,[4.18898758],[10.01991253],[-96.93882574]
904,[-30.35730345],[14.00339906],[-141.61310834]
905,[4.29054837],[9.91497257],[-96.29452869]
905,[-30.14028509],[13.55939932],[-141.81331897]
906,[4.37830274],[9.81156907],[-95.28529917]
906,[-30.21841757],[13.37209679],[-142.62833778]
907,[4.51379514],[9.67791983],[-94.0806422]
907,[-30.06033821],[13.31896215],[-142.86971442]
908,[4.6775956],[9.68224472],[-93.88869386]
908,[-29.59446435],[13.11190182],[-141.99497318]
909,[4.82823488],[9.66061874],[-93.48526625]
909,[-29.01224686],[12.82797756],[-140.53424092]
910,[4.83344268],[9.54731683],[-92.07284269]
910,[-28.9181302],[12.54556746],[-139.69041593]
911,[4.87294944],[9.42219403],[-91.0217404]
911,[-28.95778656],[12.30857422],[-139.36575313]
912,[4.89599815],[9.33258135],[-90.3891321]
912,[-28.53319851],[12.39516897],[-139.7506355]
913,[4.92736875],[9.30241062],[-90.68086342]
913,[-27.80521331],[12.35201567],[-138.52412764]
914,[4.95615462],[9.28520279],[-90.61371103]
914,[-27.60468688],[12.29902785],[-139.00583715]
915,[-5.00426438],[-9.39530438],[92.76562383]
915,[-25.84124018],[11.76351694],[-133.22762379]
916,[4.93705313],[9.20665098],[-90.71104641]
916,[-25.19651722],[11.31662395],[-132.58305238]
917,[4.88938553],[9.18079431],[-90.29492442]
917,[-23.90143762],[10.6931432],[-129.92498169]
918,[4.82814852],[9.12870485],[-89.71819333]
918,[-22.63816145],[10.06500629],[-127.23280634]
919,[4.80464736],[9.05591536],[-88.85929226]
919,[-21.72054004],[9.67383422],[-127.14292801]
920,[4.80479847],[9.04894081],[-88.81949548]
920,[-21.53597849],[9.5628413],[-131.21926338]
921,[4.78361416],[8.99968154],[-88.19253166]
921,[-21.24392256],[9.52758179],[-133.31220746]
922,[4.76537655],[8.94431954],[-87.48618759]
922,[-20.73752799],[9.28092197],[-134.67326456]
923,[4.7528825],[8.94244976],[-87.00768523]
923,[-21.06179458],[9.26812272],[-141.26850772]
924,[4.73381555],[8.92022647],[-86.40914686]
924,[-20.89052255],[9.04580113],[-143.93493568]
925,[4.77467507],[8.95441038],[-85.56679603]
925,[-21.06780973],[8.96819044],[-148.29622604]
926,[4.76835826],[9.03391088],[-85.02642616]
926,[-21.07540378],[8.99148676],[-151.02103149]
927,[4.79109386],[9.10552218],[-84.6780477]
927,[-20.45842137],[8.70945134],[-147.59205077]
928,[4.76332606],[9.25070369],[-84.24583174]
928,[-19.29906215],[8.25666935],[-139.89370853]
929,[4.75030195],[9.38296422],[-83.90113737]
929,[-18.68420304],[8.01501179],[-135.95606886]
930,[4.61686147],[9.34507678],[-81.72830207]
930,[-17.47956514],[7.77505792],[-127.91641753]
931,[4.5948866],[9.46346119],[-81.57744183]
931,[-16.99137945],[7.68873353],[-123.3679345]
932,[4.57862615],[9.61590941],[-81.51191528]
932,[-16.54638927],[7.9107132],[-120.56127579]
933,[4.57181659],[9.68056187],[-81.44367183]
933,[-16.1234004],[8.11784694],[-117.96783807]
934,[4.55230629],[9.72547136],[-81.99621649]
934,[-15.6543916],[8.3949712],[-115.84280532]
935,[4.52760861],[9.74668352],[-82.48717611]
935,[-15.27340225],[8.69664163],[-114.40603529]
936,[4.47548466],[9.67647414],[-83.22608074]
936,[-15.10594965],[8.69850497],[-113.02156776]
937,[4.30914668],[9.48042859],[-83.04121506]
937,[-15.35256277],[8.53807735],[-113.1756989]
938,[4.16400925],[9.31695864],[-83.10138352]
938,[-15.17636547],[8.5754355],[-112.75901331]
939,[4.08515029],[9.246076],[-84.62991266]
939,[-15.1733508],[8.53506294],[-113.41933461]
940,[3.95952778],[9.14527001],[-86.12735011]
940,[-15.2524637],[8.50519177],[-114.56152263]
941,[6.14543951],[10.31439326],[-117.51361844]
941,[-15.2831383],[8.45672836],[-114.6237131]
942,[3.44783834],[9.00475119],[-91.15817898]
942,[-15.36506895],[8.48543601],[-114.18042941]
943,[2.94903652],[8.87372956],[-94.71908535]
943,[-15.35156694],[8.63933845],[-113.44204205]
944,[4.97717275],[11.96644054],[-150.352747]
944,[-15.11938322],[8.64994558],[-109.37916476]
945,[1.62885997],[9.21015113],[-106.40146618]
945,[-15.15503831],[8.74613016],[-106.69573665]
946,[0.35979495],[-1.64125772],[8.49055899]
946,[-14.9379094],[8.94696159],[-103.19852188]
947,[-0.89583587],[-1.37314211],[8.56772551]
947,[-14.95922294],[9.26897493],[-100.87484539]
948,[0.14147453],[-1.72012393],[8.38861404]
948,[-14.47572962],[9.44180306],[-95.61814193]
949,[0.01373078],[-14.27942157],[190.7255822]
949,[-14.99465974],[10.22799319],[-94.72520089]
950,[1.31631654],[-13.96991584],[193.87235821]
950,[-14.49738526],[10.24818296],[-86.84831813]
951,[3.13092803],[-14.55052329],[209.89218383]
951,[-14.31147336],[10.7278231],[-80.78324023]
952,[4.96794365],[-14.15042346],[212.9570878]
952,[-15.8753046],[9.6848081],[-77.92037901]
953,[5.46990731],[-9.0080668],[133.96146843]
953,[-15.35316031],[9.57885549],[-71.70995234]
954,[6.93206492],[-8.51349745],[140.02329756]
954,[-15.04920922],[9.36285102],[-67.14614277]
955,[8.12660843],[-7.78012699],[146.39602458]
955,[-14.91378319],[9.16811465],[-64.37474839]
956,[9.10173926],[-6.76667999],[149.42700932]
956,[-14.93206105],[8.94015289],[-62.96827451]
957,[11.83363752],[-7.1976225],[187.59896407]
957,[-14.89463029],[8.59080779],[-61.31502573]
958,[-4.06551959],[-3.02499777],[7.016247]
958,[-4.06551959],[-3.02499777],[7.016247]
959,[17.02062666],[-8.67967171],[268.27990256]
959,[-26.70186776],[17.21987718],[-116.63219251]
960,[10.12428773],[-4.51439646],[151.23234232]
960,[-27.22273799],[17.17496507],[-115.38562042]
961,[10.28548936],[-4.58752931],[151.86632029]
961,[-27.6274717],[17.38472879],[-116.27234353]
962,[10.51633803],[-4.72784501],[151.84856589]
962,[-27.43375321],[17.41089338],[-114.93788544]
963,[10.72362146],[-4.66398695],[151.66678183]
963,[-27.44653294],[17.61586513],[-115.6981881]
964,[10.93032461],[-4.60126588],[151.48824268]
964,[-27.33700479],[17.52829449],[-115.21221221]
965,[11.1391859],[-4.53881912],[153.08715551]
965,[-27.33572034],[17.52840383],[-115.20823119]
966,[11.31209226],[-4.38331632],[153.84334976]
966,[-27.33572034],[17.52840383],[-115.20823119]
967,[11.78614286],[-4.34328203],[154.182952]
967,[-27.26719518],[17.43459066],[-114.72308135]
968,[28.086511],[-9.15322758],[365.29138191]
968,[-27.36739666],[17.53041023],[-115.26601273]
969,[11.22388602],[-3.3628199],[137.09833703]
969,[-27.34535116],[17.53703645],[-115.2515892]
970,[12.96961124],[-3.68841158],[153.70955456]
970,[-27.43194781],[17.64738073],[-115.72470268]
971,[13.5108962],[-3.67102798],[153.89089363]
971,[-27.57126797],[17.78939258],[-116.46202633]
972,[14.01328437],[-3.53944945],[151.49691025]
972,[-27.60746637],[17.90314937],[-116.64685192]
973,[14.60261429],[-3.31390405],[153.59782415]
973,[-27.68236781],[18.00395143],[-116.91414425]
974,[15.04489809],[-3.08011399],[154.453866]
974,[-27.75317682],[18.14098505],[-117.18462948]
975,[15.14909721],[-2.75198906],[151.64397132]
975,[-27.7801641],[18.23464493],[-117.27375001]
976,[15.52644032],[-2.34184603],[153.14019597]
976,[-27.7605302],[18.27369765],[-117.21696242]
977,[15.73697502],[-1.94292304],[153.18139226]
977,[-27.75473924],[18.21947063],[-117.1914097]
978,[15.6943455],[-1.51633268],[153.23003637]
978,[-27.93514035],[18.18398275],[-117.66676661]
979,[49.31996986],[-3.29174513],[514.63594483]
979,[-27.92147872],[18.02387178],[-117.32602454]
980,[16.01781399],[-1.20167076],[159.27811418]
980,[-28.14050827],[18.05488652],[-118.1806532]
981,[16.05371988],[-1.1558304],[162.81283272]
981,[-28.17316843],[17.9717449],[-118.03894641]
982,[15.62887019],[-1.15463437],[162.00204935]
982,[-28.4909354],[17.75162816],[-117.84457923]
983,[15.04111412],[-1.12292147],[161.19530417]
983,[-28.65460595],[17.74622414],[-118.447214]
984,[14.55678082],[-1.12872487],[160.67842809]
984,[-28.66291716],[17.74308702],[-118.46035062]
985,[13.94434244],[-1.21875589],[161.15582122]
985,[-28.66986843],[17.72221413],[-118.44544569]
986,[12.92012455],[-1.31171841],[158.22148472]
986,[-28.69208276],[17.94884972],[-119.77611989]
987,[12.50237778],[-1.80162312],[159.01419431]
987,[-28.65359636],[17.80052026],[-119.49578536]
988,[11.85787117],[-2.29097056],[158.17661303]
988,[-28.65554521],[17.61586954],[-119.27136795]
989,[11.11765979],[-2.77729602],[156.60157851]
989,[-28.65318347],[17.34928302],[-119.70183661]
990,[10.3620267],[-3.24700903],[154.50128096]
990,[-28.65699461],[17.07242305],[-120.18582751]
991,[9.5211301],[-3.60714763],[149.44302486]
991,[-28.38496404],[16.70770891],[-120.19906153]
992,[8.70525681],[-3.90820533],[144.04148448]
992,[-27.90776311],[16.32614034],[-119.37055767]
993,[7.80864546],[-4.01268218],[137.56825402]
993,[-27.44443242],[16.03761269],[-119.44869203]
994,[21.00895312],[-9.8937631],[408.67328138]
994,[-27.32565076],[15.98485297],[-121.18450464]
995,[6.29807637],[-4.16362634],[127.06741339]
995,[-26.84049819],[15.68204275],[-121.60983692]
996,[0.12673245],[-1.35397954],[8.57835304]
996,[-26.51813457],[15.58177642],[-123.93500273]
997,[-0.61725856],[-0.95930978],[8.62891917]
997,[-25.85716181],[15.16351211],[-125.78469377]
998,[-0.1435908],[-1.30831966],[8.50146813]
998,[-25.59622636],[15.0420253],[-128.83030514]
999,[-0.21677592],[-1.29007367],[8.50072593]
999,[-24.23214384],[14.28715774],[-129.01168922]
1000,[-0.67125873],[-0.99699728],[8.67568948]
1000,[-23.0148706],[14.02846305],[-129.90099867]
1001,[-0.79824653],[-0.85500953],[8.45450645]
1001,[-21.63917068],[13.57630563],[-129.27357146]
1002,[-1.00636803],[-0.29755174],[8.65025839]
1002,[-20.55788386],[13.3049132],[-130.54660504]
1003,[-1.02803501],[-0.11917044],[8.62543347]
1003,[-19.00170665],[12.88542634],[-128.9420283]
1004,[-1.05512845],[-0.17766493],[8.58425278]
1004,[-18.35389389],[12.8325276],[-131.70334746]
1005,[-1.08680434],[-0.26998019],[8.63907949]
1005,[-17.52466947],[12.62981337],[-131.12859043]
1006,[0.76987422],[-3.65184711],[104.56884366]
1006,[-16.7748015],[12.24898798],[-131.02891431]
1007,[-0.4688702],[-1.2948781],[8.71608202]
1007,[-16.36967269],[12.28826935],[-132.51019718]
1008,[-0.98254623],[-0.89160755],[8.64690237]
1008,[-16.09703714],[12.1304301],[-132.88157654]
1009,[-0.32593359],[-4.06161915],[101.00029715]
1009,[-15.65959372],[11.996092],[-132.59216919]
1010,[-0.96788309],[-0.99406938],[8.37551432]
1010,[-15.3921457],[11.91573498],[-134.18891482]
1011,[-1.08490053],[-0.8540805],[8.61486166]
1011,[-14.96877466],[11.73052416],[-133.7922518]
1012,[-1.26769168],[-0.30082161],[8.55478013]
1012,[-14.35620215],[11.39787487],[-133.39738371]
1013,[-1.28836801],[-0.19375202],[8.59342261]
1013,[-13.84440361],[11.06808216],[-134.23043741]
1014,[-1.27412914],[-0.5318649],[8.6260431]
1014,[-13.65024438],[10.84706386],[-136.5306501]
1015,[-1.30715416],[-0.26213772],[8.58712596]
1015,[-13.18233831],[10.29564349],[-138.20659141]
1016,[-1.29761936],[-0.46585923],[8.58985866]
1016,[-12.33206707],[9.73893735],[-137.32167419]
1017,[-3.76420157],[-4.19739311],[135.27283185]
1017,[-11.52909873],[9.35256013],[-137.53126554]
1018,[-3.78609893],[-4.28898446],[134.9456113]
1018,[-11.11317056],[9.22193896],[-141.65419543]
1019,[-1.33445239],[-0.08410784],[8.55757196]
1019,[-10.42010618],[9.03852338],[-143.44388554]
1020,[-1.31331101],[-0.07450413],[8.55025553]
1020,[-9.86667697],[9.02558513],[-145.42254113]
1021,[-1.19511995],[-0.87611693],[8.49234223]
1021,[-9.29591924],[8.99806878],[-145.83281481]
1022,[-0.94476082],[-1.19769044],[8.40796764]
1022,[-8.61629732],[9.01504599],[-146.09421644]
1023,[-1.07400495],[-1.10979411],[8.61192215]
1023,[-8.05442389],[9.21166037],[-146.89158775]
1024,[-1.22582412],[-0.93172582],[8.58864905]
1024,[-7.9359015],[9.71807676],[-151.90944005]
1025,[-1.01082187],[-1.22143698],[8.37363534]
1025,[-7.27912454],[9.98444484],[-148.94354269]
1026,[-1.15320107],[-1.11129577],[8.55436785]
1026,[-6.50046924],[10.33039331],[-144.7136267]
1027,[3.24693154],[5.19236362],[-89.37686959]
1027,[-6.31181867],[10.65291184],[-146.36063568]
1028,[-1.00750541],[-1.29165845],[8.58032742]
1028,[-6.02754648],[11.0125004],[-145.20845327]
1029,[-1.06767008],[-1.24973955],[8.57464356]
1029,[-5.71032478],[11.12025161],[-143.1921522]
1030,[-1.05284417],[-1.28233683],[8.36798133]
1030,[-5.3774428],[11.427612],[-142.72366993]
1031,[-1.30270125],[-1.00936589],[8.59027928]
1031,[-5.19762008],[11.88236274],[-144.81397547]
1032,[-0.94082838],[-1.36535221],[8.53499523]
1032,[-4.94816833],[12.02762099],[-145.01313186]
1033,[-1.03566378],[-1.29916164],[8.53206882]
1033,[-4.66138557],[12.15674849],[-143.55061678]
1034,[-1.01000585],[-1.31331117],[8.52852236]
1034,[-4.51576955],[12.21607052],[-143.50109339]
1035,[-1.35048389],[-0.91870707],[8.56425196]
1035,[-4.41658258],[12.31800029],[-143.49052211]
1036,[-1.41656846],[-0.7497752],[8.41149845]
1036,[-4.38081779],[12.40878238],[-144.49749586]
1037,[-1.35454265],[-0.87777126],[8.47621451]
1037,[-4.36661514],[12.45229436],[-145.74073263]
1038,[-3.48554504],[-5.66382528],[93.11581653]
1038,[-4.47136065],[12.41471538],[-145.39161639]
1039,[-1.43957825],[-0.53059251],[8.49837126]
1039,[-4.45942867],[12.50854627],[-145.20305504]
1040,[3.43187392],[5.4658011],[-93.58733846]
1040,[-4.38654553],[12.65875462],[-143.39131094]
1041,[11.31210536],[11.4250794],[-259.83791154]
1041,[-4.46069816],[12.97955045],[-145.041252]
1042,[10.07195447],[9.01530192],[-221.04065639]
1042,[-4.52935244],[13.1359678],[-143.99481541]
1043,[3.76165025],[4.75173861],[-93.06925333]
1043,[-4.64453116],[13.40045043],[-145.76245952]
1044,[3.84833248],[4.54004585],[-93.16155692]
1044,[-4.68359367],[13.32137949],[-144.35806828]
1045,[-0.0514634],[0.7841452],[0.47594267]
1045,[-4.74066876],[13.4943366],[-145.30846935]
1046,[-0.54603408],[1.30360273],[0.67741825]
1046,[-4.78094098],[13.88797516],[-144.81530861]
1047,[-0.48435665],[0.94390228],[0.56408626]
1047,[-4.79889853],[14.27791648],[-144.27782862]
1048,[-0.27115297],[0.69776053],[0.46179331]
1048,[-4.82391906],[14.69494743],[-144.12237403]
1049,[-0.46053102],[1.01298847],[0.58040018]
1049,[-4.93449522],[15.18271381],[-146.06587402]
1050,[-0.68069371],[1.43274714],[-1.15585894]
1050,[-4.72845851],[15.14671728],[-144.89251252]
1051,[4.09843226],[4.73394273],[-90.7876251]
1051,[-4.60372753],[15.27870677],[-145.85456745]
1052,[0.33403778],[0.47506932],[-16.33185279]
1052,[-4.57978925],[15.30968179],[-145.08511071]
1053,[4.09132909],[4.78227182],[-90.3174392]
1053,[-4.49013074],[15.45700532],[-145.21352058]
1054,[-0.27956055],[1.0734827],[0.57623361]
1054,[-4.51489655],[15.71471623],[-145.90402642]
1055,[-7.76657317],[-6.02547893],[151.01048196]
1055,[-4.80013286],[15.67186528],[-144.48935068]
1056,[-0.55401311],[0.98619719],[0.58418564]
1056,[-4.77980377],[15.72757005],[-143.75870409]
1057,[-0.64038596],[1.03639684],[0.60808208]
1057,[-4.79860278],[16.15131734],[-146.3405822]
1058,[-3.80578577],[-4.4054002],[86.44794814]
1058,[-4.60417747],[16.06427129],[-143.95192804]
1059,[-0.00774608],[0.00403019],[0.02741456]
1059,[-4.64464967],[16.3466351],[-145.02060189]
1060,[-3.84546858],[-4.36871276],[87.00028754]
1060,[-4.70029622],[16.46627681],[-144.6072636]
1061,[-4.06551959],[-3.02499777],[7.016247]
1061,[-4.06551959],[-3.02499777],[7.016247]
1062,[9.10044115],[8.45715113],[-155.96838982]
1062,[-3.96194077],[13.00431779],[-115.8303579]
1063,[9.26135832],[8.72374306],[-156.76466643]
1063,[-4.23329044],[12.94575875],[-113.61678877]
1064,[8.49241861],[7.51697479],[-128.85961192]
1064,[-4.30591497],[13.12388911],[-112.41188089]
1065,[7.47510685],[8.01793187],[-103.15046847]
1065,[-4.35179167],[13.21805373],[-111.08913084]
1066,[12.33174772],[11.49633084],[-195.54707297]
1066,[-4.44749075],[13.30695905],[-108.92128865]
1067,[4.62732871],[4.48980184],[-82.99615273]
1067,[-4.61741202],[13.61935507],[-108.03320291]
1068,[12.69707776],[11.61005973],[-174.86816393]
1068,[-4.78630599],[13.91041514],[-107.48190542]
1069,[10.0089714],[11.72146196],[-116.80863789]
1069,[-4.8498022],[14.22570056],[-103.83866586]
1070,[10.67967602],[8.25472413],[-158.46608504]
1070,[-4.80467489],[14.43348173],[-102.5755008]
1071,[10.85454509],[8.25160676],[-157.97497303]
1071,[-4.83717684],[14.64561684],[-101.31196766]
1072,[11.08497972],[8.27829959],[-158.76432619]
1072,[-4.83022891],[14.80901188],[-99.9381782]
1073,[11.11558724],[8.29155893],[-158.43356687]
1073,[-4.88344063],[14.82586187],[-99.13762829]
1074,[11.15944402],[8.29022229],[-158.16641516]
1074,[-4.93475709],[14.86196806],[-98.96454905]
1075,[11.16499159],[8.2388274],[-157.14029647]
1075,[-4.93378125],[14.84769038],[-98.78125244]
1076,[11.23340242],[8.22232728],[-156.67706902]
1076,[-5.07819236],[14.78201748],[-98.3696119]
1077,[11.44212731],[8.33783818],[-158.46337479]
1077,[-5.18374461],[14.67179829],[-97.35041362]
1078,[11.51533758],[8.3298593],[-157.79674118]
1078,[-5.301469],[14.56055437],[-96.30217942]
1079,[11.67757039],[8.35928209],[-157.50927295]
1079,[-5.5506515],[14.48475388],[-95.49433152]
1080,[11.75207938],[8.29687899],[-156.01721505]
1080,[-5.73488311],[14.51546529],[-94.46446601]
1081,[11.80706414],[8.32675334],[-154.90182727]
1081,[-5.81008062],[14.43099024],[-93.81325696]
1082,[11.9376466],[8.38102797],[-155.21402708]
1082,[-5.83114237],[14.63750153],[-93.52746217]
1083,[12.02032631],[8.43856865],[-155.44907267]
1083,[-5.80774563],[14.5176602],[-92.77538389]
1084,[12.00771938],[8.42439852],[-154.57342369]
1084,[-5.81315244],[14.4508281],[-92.0909637]
1085,[11.97403959],[8.36336208],[-153.18858893]
1085,[-5.90657274],[14.41088589],[-92.36866643]
1086,[12.09046749],[8.41056767],[-154.13187627]
1086,[-6.02794174],[14.3296608],[-92.87867645]
1087,[12.19572236],[8.4791444],[-155.45680996]
